time,channel,Amplitude,subject
428,Fp1,0.0235053158131875,1
432,Fp1,-3.62072775078008,1
436,Fp1,-1.17112697661127,1
440,Fp1,4.98353831737155,1
444,Fp1,-0.498274286865133,1
448,Fp1,-1.1856565128977,1
452,Fp1,-3.1751409777652,1
456,Fp1,1.45471874815228,1
460,Fp1,-1.59311095330457,1
464,Fp1,0.0302534998852518,1
468,Fp1,1.76371014548529,1
472,Fp1,0.903778095147526,1
476,Fp1,-2.38085065452204,1
480,Fp1,-0.208709274506861,1
484,Fp1,0.347102233326377,1
488,Fp1,1.2795677299019,1
492,Fp1,-1.13940438561902,1
496,Fp1,0.663685599543856,1
500,Fp1,2.17292376748966,1
504,Fp1,0.227406414462607,1
508,Fp1,-0.408567533054407,1
512,Fp1,2.65031483950418,1
516,Fp1,1.19777361020766,1
520,Fp1,0.787246414997669,1
524,Fp1,2.64910898204018,1
528,Fp1,-0.512169478257481,1
532,Fp1,1.96212570763621,1
536,Fp1,2.01195583724885,1
540,Fp1,0.589088326631612,1
544,Fp1,1.44793288169974,1
548,Fp1,2.34205448049659,1
552,Fp1,-2.82520837855177,1
556,Fp1,0.80200169377045,1
560,Fp1,2.24871469711411,1
564,Fp1,0.308162330392026,1
568,Fp1,1.38663626963764,1
572,Fp1,0.417459220161681,1
576,Fp1,1.57004984947452,1
580,Fp1,-1.81222576076578,1
584,Fp1,-0.100834832232334,1
588,Fp1,2.36201321628759,1
592,Fp1,4.12130193963502,1
596,Fp1,0.509665142727601,1
600,Fp1,-2.85687571259405,1
604,Fp1,-2.31344841124851,1
608,Fp1,-0.859874156724621,1
612,Fp1,0.0441461299702101,1
616,Fp1,-0.218818507642023,1
620,Fp1,-0.179811544302428,1
624,Fp1,-0.908223590741151,1
628,Fp1,-0.252106168142473,1
632,Fp1,0.603801906138611,1
636,Fp1,-1.67774494119815,1
640,Fp1,0.231734881532547,1
644,Fp1,-0.146394999555472,1
648,Fp1,0.897095905627528,1
652,Fp1,0.964419879049221,1
656,Fp1,0.142913079477934,1
660,Fp1,-1.82194223642041,1
664,Fp1,0.631032141198123,1
668,Fp1,-1.54629516141868,1
672,Fp1,1.11193055507408,1
676,Fp1,-0.807471625680106,1
680,Fp1,0.0136197866947794,1
684,Fp1,-1.34799779952031,1
688,Fp1,-1.44872539869661,1
692,Fp1,-1.88960567387849,1
696,Fp1,0.230174146587584,1
700,Fp1,1.8196528252846,1
704,Fp1,-0.687058618504165,1
708,Fp1,0.0192905899109387,1
712,Fp1,2.23035576669158,1
716,Fp1,-1.07779275652572,1
720,Fp1,0.593090741515045,1
724,Fp1,-0.658652244642054,1
728,Fp1,0.290349143737613,1
732,Fp1,1.04982796553016,1
736,Fp1,-1.14469509469899,1
740,Fp1,1.03488538698797,1
744,Fp1,1.49640923804587,1
748,Fp1,-1.45806496704949,1
752,Fp1,-0.917742452492328,1
756,Fp1,-0.753527470395524,1
760,Fp1,-0.496794992710015,1
764,Fp1,-1.5727308616526,1
768,Fp1,0.00194132690623351,1
772,Fp1,1.85492794978767,1
776,Fp1,1.86072080353861,1
780,Fp1,0.455157171898046,1
784,Fp1,-1.24260965871282,1
788,Fp1,1.70197636927291,1
792,Fp1,2.13915491164605,1
796,Fp1,-0.317678069213758,1
800,Fp1,0.0483176526877375,1
-200,Fp2,1.42646683958311,1
-196,Fp2,0.6302373444866,1
-192,Fp2,-2.05933998354188,1
-188,Fp2,0.664601445480466,1
-184,Fp2,-3.02254067376635,1
-180,Fp2,2.22699547670531,1
-176,Fp2,0.164445835708713,1
-172,Fp2,-0.249942103494767,1
-168,Fp2,1.45510043357854,1
-164,Fp2,0.766385060474858,1
-160,Fp2,0.0436800929204959,1
-156,Fp2,-0.650192726561765,1
-152,Fp2,0.924141358456553,1
-148,Fp2,0.214788841451572,1
-144,Fp2,0.267268177567616,1
-140,Fp2,1.04376848475843,1
-136,Fp2,0.878330282459987,1
-132,Fp2,-2.04387666294711,1
-128,Fp2,-0.0959865819382475,1
-124,Fp2,-0.190236365645561,1
-120,Fp2,-0.56144297864906,1
-116,Fp2,-1.18696970927104,1
-112,Fp2,1.51106713885454,1
-108,Fp2,-0.725710624745718,1
-104,Fp2,0.674091573452822,1
-100,Fp2,1.56502289476446,1
-96,Fp2,0.789994077556337,1
-92,Fp2,-0.268501970550842,1
-88,Fp2,-3.65065035075014,1
-84,Fp2,0.0281422840636018,1
-80,Fp2,-0.980742460226666,1
-76,Fp2,-0.287523899113057,1
-72,Fp2,1.90278930891392,1
-68,Fp2,-1.76844488204418,1
-64,Fp2,1.82246075590304,1
-60,Fp2,1.14899329849818,1
-56,Fp2,1.51874398843555,1
-52,Fp2,-3.62704141107849,1
-48,Fp2,-0.729650421925223,1
-44,Fp2,0.297999605846777,1
-40,Fp2,0.708131578101326,1
-36,Fp2,2.3941732517551,1
-32,Fp2,-0.00768168267344836,1
-28,Fp2,-2.54991742714916,1
-24,Fp2,-2.12604817533514,1
-20,Fp2,-1.33139467677605,1
-16,Fp2,0.465006883116734,1
-12,Fp2,1.79439829614887,1
-8,Fp2,-1.36531158342853,1
-4,Fp2,-0.306416710907071,1
0,Fp2,2.13955112281418,1
4,Fp2,1.30493166090299,1
8,Fp2,0.0116188017168149,1
12,Fp2,1.45189964385982,1
16,Fp2,-0.0994992158591906,1
20,Fp2,-2.66827863165104,1
24,Fp2,0.180035939836192,1
28,Fp2,-0.573173262798937,1
32,Fp2,-0.785101463314019,1
36,Fp2,-4.13469155656703,1
40,Fp2,1.06976215731272,1
44,Fp2,-1.0873800549172,1
48,Fp2,1.97478215209672,1
52,Fp2,-0.0670744166982727,1
56,Fp2,-1.64942174366006,1
60,Fp2,1.62897263714286,1
64,Fp2,2.90947774449979,1
68,Fp2,2.30070789330326,1
72,Fp2,0.348670556584865,1
76,Fp2,-2.52744339539796,1
80,Fp2,-0.0385054420840216,1
84,Fp2,0.104888976122221,1
88,Fp2,0.0857413389365421,1
92,Fp2,2.3295620525466,1
96,Fp2,-0.990345459678843,1
100,Fp2,1.06594213071269,1
104,Fp2,1.23985310014521,1
108,Fp2,-1.68256667871085,1
112,Fp2,-0.725548980923312,1
116,Fp2,1.21710431995848,1
120,Fp2,-1.06195964986557,1
124,Fp2,0.88650957831126,1
128,Fp2,0.405906813088034,1
132,Fp2,-1.12745835284776,1
136,Fp2,1.28016789305663,1
140,Fp2,1.10458956264033,1
144,Fp2,2.26108177082845,1
148,Fp2,-1.07411008341157,1
152,Fp2,1.6734689243748,1
156,Fp2,-1.85806515010782,1
160,Fp2,-1.8673861350275,1
164,Fp2,0.31337529767435,1
168,Fp2,1.5458494138514,1
172,Fp2,-0.856719189120798,1
176,Fp2,-0.390216939324775,1
180,Fp2,-1.09601242680575,1
184,Fp2,1.59103785547142,1
188,Fp2,3.4406733470459,1
192,Fp2,3.95631274567115,1
196,Fp2,-0.47685525530841,1
200,Fp2,1.8773387398775,1
204,Fp2,0.130218563174795,1
208,Fp2,-3.30263177802489,1
212,Fp2,0.508556929636104,1
216,Fp2,-1.79260419930007,1
220,Fp2,1.14416736456462,1
224,Fp2,-1.0812001810989,1
228,Fp2,0.628801258617322,1
232,Fp2,-0.948019590457014,1
236,Fp2,-1.10451104051669,1
240,Fp2,-0.143160397710207,1
244,Fp2,3.8555507411014,1
248,Fp2,-1.81205496956414,1
252,Fp2,2.72167281707024,1
256,Fp2,-2.23442762623573,1
260,Fp2,-1.82453105747594,1
264,Fp2,-1.28432648047728,1
268,Fp2,0.948561975584058,1
272,Fp2,1.15757904882768,1
276,Fp2,0.22150057319254,1
280,Fp2,-1.38522242380144,1
284,Fp2,-0.374143551027472,1
288,Fp2,-1.60277854390458,1
292,Fp2,0.634963556854239,1
296,Fp2,-3.06464667561874,1
300,Fp2,4.33057059005389,1
304,Fp2,0.0274689176469662,1
308,Fp2,0.206232209483117,1
312,Fp2,1.78515609697372,1
316,Fp2,0.455362334888984,1
320,Fp2,2.03061012387825,1
324,Fp2,-0.434786770907627,1
328,Fp2,1.54492387588397,1
332,Fp2,-2.90094279180957,1
336,Fp2,0.942761038109498,1
340,Fp2,0.495187682298234,1
344,Fp2,0.465991687028913,1
348,Fp2,1.39536962101323,1
352,Fp2,-3.7757266141123,1
356,Fp2,-0.469368691993485,1
360,Fp2,-0.735757896607751,1
364,Fp2,-0.300372402975381,1
368,Fp2,-0.984259434262504,1
372,Fp2,-0.76648525061358,1
376,Fp2,-1.23930358941077,1
380,Fp2,1.60574035708596,1
384,Fp2,-1.50505111868785,1
388,Fp2,-0.371609345947928,1
392,Fp2,-0.166403083678433,1
396,Fp2,-0.454545928272172,1
400,Fp2,-1.82666214245129,1
404,Fp2,0.986886225650253,1
408,Fp2,1.09089072575932,1
412,Fp2,-0.221148026747121,1
416,Fp2,0.531700486666659,1
420,Fp2,1.84531837733135,1
424,Fp2,-0.216320992681741,1
428,Fp2,-2.20864211909113,1
432,Fp2,0.814020788639981,1
436,Fp2,-1.63275391975885,1
440,Fp2,-1.32012865357806,1
444,Fp2,-0.642225658030004,1
448,Fp2,0.608364893010874,1
452,Fp2,0.998312840625558,1
456,Fp2,1.61610292205988,1
460,Fp2,0.768667371449473,1
464,Fp2,0.691425095126061,1
468,Fp2,-0.273500366787091,1
472,Fp2,0.834438008538146,1
476,Fp2,-1.25758602058903,1
480,Fp2,-1.37333860777252,1
484,Fp2,-0.278540706857789,1
488,Fp2,0.597942761824514,1
492,Fp2,2.38777628965645,1
496,Fp2,-0.674179289875979,1
500,Fp2,0.471351819379493,1
504,Fp2,1.54188436363818,1
508,Fp2,0.495783745326507,1
512,Fp2,0.141295735871504,1
516,Fp2,0.564646800107702,1
520,Fp2,-1.32048410043161,1
524,Fp2,3.62173472945472,1
528,Fp2,-1.48260738898368,1
532,Fp2,0.00175578762502566,1
536,Fp2,-1.73111372620888,1
540,Fp2,-0.159199247783926,1
544,Fp2,-1.37407348494257,1
548,Fp2,-0.435588973890446,1
552,Fp2,-0.74061339533073,1
556,Fp2,-2.27662338480832,1
560,Fp2,-0.557040099140034,1
564,Fp2,0.943312979616343,1
568,Fp2,-0.456475234882889,1
572,Fp2,-0.932199196333752,1
576,Fp2,0.177134828443875,1
580,Fp2,-0.138402431955346,1
584,Fp2,-1.49876578964685,1
588,Fp2,0.9447238441385,1
592,Fp2,-2.21789716769165,1
596,Fp2,1.16880409940545,1
600,Fp2,-0.772394160086484,1
604,Fp2,0.536063801894877,1
608,Fp2,1.02021325611715,1
612,Fp2,1.18682918779822,1
616,Fp2,-1.65928312591988,1
620,Fp2,0.253423753236754,1
624,Fp2,0.0695713592743214,1
628,Fp2,-2.51232065800955,1
632,Fp2,0.338848886657152,1
636,Fp2,-0.707265983375394,1
640,Fp2,-2.22051712493304,1
644,Fp2,-1.73187990975238,1
648,Fp2,-1.55666275332878,1
652,Fp2,-1.06584984272916,1
656,Fp2,2.09882303711801,1
660,Fp2,-1.90196416204868,1
664,Fp2,-1.78797322030366,1
668,Fp2,2.0082116314997,1
672,Fp2,-0.447029997182923,1
676,Fp2,-0.186668851346082,1
680,Fp2,0.430602192157722,1
684,Fp2,-1.24756751339218,1
688,Fp2,-0.699923472337381,1
692,Fp2,-2.30609485595722,1
696,Fp2,-1.43929835302101,1
700,Fp2,2.02825211471201,1
704,Fp2,1.26338674538076,1
708,Fp2,0.907669192024514,1
712,Fp2,-2.68162351710661,1
716,Fp2,-0.0523672311408175,1
720,Fp2,0.81042246200936,1
724,Fp2,-2.60896225583124,1
728,Fp2,-0.84739009757228,1
732,Fp2,0.0672068477485672,1
736,Fp2,0.897030715085011,1
740,Fp2,1.27089912190676,1
744,Fp2,-0.858879110398327,1
748,Fp2,2.94951913599359,1
752,Fp2,1.7318878091056,1
756,Fp2,-2.63895491357369,1
760,Fp2,-3.02115939930758,1
764,Fp2,-3.08274920285617,1
768,Fp2,0.991642051678276,1
772,Fp2,-1.15786108093766,1
776,Fp2,-2.17363361287622,1
780,Fp2,3.5265314536858,1
784,Fp2,0.00654791421722865,1
788,Fp2,0.297928567492126,1
792,Fp2,-3.28302819070684,1
796,Fp2,-1.88571790673757,1
800,Fp2,-0.376314500591497,1
-200,F7,-0.252877369255767,1
-196,F7,-2.44920532318833,1
-192,F7,0.757952366312801,1
-188,F7,1.3226726912632,1
-184,F7,-1.32595211721793,1
-180,F7,2.1651501229074,1
-176,F7,-0.644866585413497,1
-172,F7,-2.15166661035381,1
-168,F7,-1.28696267998965,1
-164,F7,-0.791814955175175,1
-160,F7,-1.37296057100625,1
-156,F7,-0.474819685342846,1
-152,F7,0.333208923194564,1
-148,F7,-1.39156271138754,1
-144,F7,-2.29921146420531,1
-140,F7,-1.03408201878356,1
-136,F7,-0.886532103275541,1
-132,F7,-0.0380829172980219,1
-128,F7,-0.949555460411678,1
-124,F7,-0.667920584195502,1
-120,F7,-1.26474695263205,1
-116,F7,2.38705733773445,1
-112,F7,-0.720577182001559,1
-108,F7,-0.0559037867045261,1
-104,F7,0.584716673600888,1
-100,F7,-1.93415084596573,1
-96,F7,-0.476587950246721,1
-92,F7,0.480853196077061,1
-88,F7,1.52251897164719,1
-84,F7,0.981439406292995,1
-80,F7,-1.13552854132269,1
-76,F7,-0.165138998396627,1
-72,F7,1.37659762926877,1
-68,F7,1.89229320976556,1
-64,F7,1.32105581655505,1
-60,F7,0.453118795523161,1
-56,F7,2.95919247919119,1
-52,F7,-2.16335621430721,1
-48,F7,1.52438898558945,1
-44,F7,0.40265515998694,1
-40,F7,-1.303578828749,1
-36,F7,4.40077466424441,1
-32,F7,0.589069820876876,1
-28,F7,0.0877738401136121,1
-24,F7,-0.184311965417217,1
-20,F7,-2.20566715145067,1
-16,F7,0.728030042679515,1
-12,F7,-1.80757212166099,1
-8,F7,0.765879517458921,1
-4,F7,-1.31842998251203,1
0,F7,-0.1821258197549,1
4,F7,-2.13278222182378,1
8,F7,0.193700266502894,1
12,F7,-0.124345858965548,1
16,F7,-2.02703216094916,1
20,F7,2.11054656470892,1
24,F7,-1.47660883827802,1
28,F7,-0.444692209505076,1
32,F7,-1.31164943268811,1
36,F7,-2.01633175173559,1
40,F7,0.415202483568499,1
44,F7,0.950192796374005,1
48,F7,-0.254827684296536,1
52,F7,0.128625821485723,1
56,F7,3.27566214767591,1
60,F7,2.24418572159561,1
64,F7,3.77570984831521,1
68,F7,-1.68627375232252,1
72,F7,4.16147804557302,1
76,F7,1.08905408504412,1
80,F7,1.79791451296653,1
84,F7,2.47119236219339,1
88,F7,0.801191054193532,1
92,F7,-0.338610793594573,1
96,F7,-0.11399753282007,1
100,F7,-1.88476664076523,1
104,F7,-0.193018014991124,1
108,F7,0.822367700091127,1
112,F7,1.14595274762175,1
116,F7,1.94186174984142,1
120,F7,2.0578064472635,1
124,F7,0.661332910899293,1
128,F7,1.01633075542988,1
132,F7,1.30391728128651,1
136,F7,-0.87340460843902,1
140,F7,-2.95119091227231,1
144,F7,-1.40985697694659,1
148,F7,-0.208878515023138,1
152,F7,0.777201439658678,1
156,F7,-0.435318002243394,1
160,F7,-2.51489100367117,1
164,F7,-0.410781325524787,1
168,F7,1.29145530638462,1
172,F7,-0.401223454659377,1
176,F7,-0.113463190102458,1
180,F7,-0.173304981658448,1
184,F7,0.451679243595209,1
188,F7,0.153210535742336,1
192,F7,-0.435224137730096,1
196,F7,1.09034383642606,1
200,F7,-0.703753196048057,1
204,F7,-3.54979136331826,1
208,F7,2.37461351392952,1
212,F7,2.20451386521236,1
216,F7,2.12598450689515,1
220,F7,-0.590219279564958,1
224,F7,0.456898523008271,1
228,F7,-2.61500069987528,1
232,F7,0.817283992913547,1
236,F7,-1.60092472053317,1
240,F7,-0.657146609158734,1
244,F7,0.918377332307469,1
248,F7,-1.12492753616403,1
252,F7,0.0437320760281934,1
256,F7,0.425324512017956,1
260,F7,0.301456803358651,1
264,F7,-0.0451418993939787,1
268,F7,-0.293033624251992,1
272,F7,-1.64196946381614,1
276,F7,-0.372302131109043,1
280,F7,-0.380058910961044,1
284,F7,0.994599430522669,1
288,F7,-1.7976507938773,1
292,F7,1.38774499266616,1
296,F7,-0.650695198480142,1
300,F7,-0.267169520820398,1
304,F7,-0.103541745611179,1
308,F7,1.09134066964277,1
312,F7,-0.550735445169204,1
316,F7,1.86051943226333,1
320,F7,2.06574190984629,1
324,F7,-0.735724700537538,1
328,F7,-1.8316530374461,1
332,F7,1.11003365458126,1
336,F7,-1.00334605268104,1
340,F7,-0.263501891646259,1
344,F7,-0.65559808521425,1
348,F7,1.20168296985337,1
352,F7,-1.7001919975567,1
356,F7,1.13660626474564,1
360,F7,-3.20067884665444,1
364,F7,1.09143646036959,1
368,F7,0.570759346878122,1
372,F7,0.702311255826994,1
376,F7,-0.374591434800097,1
380,F7,-0.0464864737526179,1
384,F7,1.49263330640904,1
388,F7,-1.48586761748285,1
392,F7,-1.1949946541889,1
396,F7,1.2989389890001,1
400,F7,-0.970200438066423,1
404,F7,2.04909344147997,1
408,F7,-0.845060593550434,1
412,F7,-1.58047425999205,1
416,F7,0.0930841526236433,1
420,F7,0.124174868920936,1
424,F7,0.305385473999845,1
428,F7,1.50700903975887,1
432,F7,0.572071478308532,1
436,F7,-1.03732634682789,1
440,F7,-0.900914802045595,1
444,F7,-1.83850108260943,1
448,F7,1.76016423521592,1
452,F7,-0.465077153686843,1
456,F7,0.233052467932407,1
460,F7,0.532840186698209,1
464,F7,-1.40017653266249,1
468,F7,-0.967412784249507,1
472,F7,-1.34299379166245,1
476,F7,-1.4479408008496,1
480,F7,0.782031384526152,1
484,F7,1.40044060526585,1
488,F7,0.516013333389371,1
492,F7,-0.776732936514539,1
496,F7,0.509675988979523,1
500,F7,2.77917642376895,1
504,F7,0.268626102188027,1
508,F7,0.225858567628622,1
512,F7,0.350313698725935,1
516,F7,-1.29991790853329,1
520,F7,-0.93644043260103,1
524,F7,2.03879833115485,1
528,F7,-0.23418160333472,1
532,F7,0.251256658216252,1
536,F7,1.83855526921852,1
540,F7,-0.806341619141859,1
544,F7,-2.3886626951591,1
548,F7,0.439005128590703,1
552,F7,1.3696348278464,1
556,F7,-0.630068009816784,1
560,F7,-2.35666054637734,1
564,F7,1.48088928020058,1
568,F7,1.31657476391857,1
572,F7,1.76749832584036,1
576,F7,0.350764061745235,1
580,F7,1.02386770733861,1
584,F7,1.05041097579423,1
588,F7,2.91660459414631,1
592,F7,-1.52231976675495,1
596,F7,0.301198200092982,1
600,F7,1.02152463602112,1
604,F7,-0.573942027449508,1
608,F7,0.0550918619779046,1
612,F7,2.74510353705393,1
616,F7,-0.388826201649128,1
620,F7,-0.875164897809582,1
624,F7,-0.698557563015476,1
628,F7,-0.982870595713981,1
632,F7,-2.04422843550676,1
636,F7,1.13120153927852,1
640,F7,-0.908918050683057,1
644,F7,2.10320626578496,1
648,F7,1.9006967902373,1
652,F7,-0.662028461056847,1
656,F7,1.67838786449092,1
660,F7,0.746533849427659,1
664,F7,0.425071085057053,1
668,F7,1.09771286537976,1
672,F7,-0.0620796693042274,1
676,F7,-1.87876046204506,1
680,F7,2.65552623130471,1
684,F7,0.0710739249389851,1
688,F7,-0.209724288189428,1
692,F7,-0.911160578797542,1
696,F7,0.843617651873233,1
700,F7,3.01922158322977,1
704,F7,-3.59714405272908,1
708,F7,-0.81644987204393,1
712,F7,-0.20060865951884,1
716,F7,0.211089485906654,1
720,F7,-1.38578626578414,1
724,F7,-1.43212411176554,1
728,F7,0.527428201220566,1
732,F7,0.613552848475815,1
736,F7,1.00997051325962,1
740,F7,-1.50424945303652,1
744,F7,-0.498482966696438,1
748,F7,-1.00886930731988,1
752,F7,-0.568459741144769,1
756,F7,-2.20690666297306,1
760,F7,1.26344026870723,1
764,F7,-2.74627729621645,1
768,F7,0.840108264475923,1
772,F7,2.72925825777902,1
776,F7,1.28893015080243,1
780,F7,2.38691935733598,1
784,F7,0.725813444905662,1
788,F7,2.71965095554775,1
792,F7,0.550637348937124,1
796,F7,2.94468062007712,1
800,F7,0.833630167713471,1
-200,F3,-0.180122667772663,1
-196,F3,-0.694416271789491,1
-192,F3,-0.851126984680674,1
-188,F3,-0.552645074552436,1
-184,F3,-0.899421697718211,1
-180,F3,0.70861216928985,1
-176,F3,-0.461817640424745,1
-172,F3,-0.479043452603631,1
-168,F3,-0.979482174352894,1
-164,F3,1.24117905963846,1
-160,F3,-1.20569877126287,1
-156,F3,1.6507675186972,1
-152,F3,0.441691120132757,1
-148,F3,-0.163251326461296,1
-144,F3,1.21191914585358,1
-140,F3,0.24864452225783,1
-136,F3,2.08933275673245,1
-132,F3,-0.670381000259868,1
-128,F3,1.94765240330014,1
-124,F3,0.158351466551302,1
-120,F3,-2.19535294485038,1
-116,F3,1.07978757424688,1
-112,F3,-1.97272819040072,1
-108,F3,-0.321682613398068,1
-104,F3,1.32446159717707,1
-100,F3,-0.481844010225356,1
-96,F3,-2.63988306507378,1
-92,F3,0.646073014285604,1
-88,F3,0.133424069405764,1
-84,F3,-0.530076312709212,1
-80,F3,0.54324119164274,1
-76,F3,-2.14209391486323,1
-72,F3,-1.65946672091787,1
-68,F3,-3.55371508840172,1
-64,F3,-1.87908625022397,1
-60,F3,-0.937900690777482,1
-56,F3,1.41005362804937,1
-52,F3,2.12440002008099,1
-48,F3,-2.4711174171577,1
-44,F3,0.188429569365208,1
-40,F3,-0.44023898566095,1
-36,F3,0.629621033926725,1
-32,F3,-4.46371736558397,1
-28,F3,-1.47146667167195,1
-24,F3,0.536293166488059,1
-20,F3,-0.768707067841634,1
-16,F3,0.303657488646908,1
-12,F3,-0.174599791626452,1
-8,F3,1.04708408450561,1
-4,F3,-0.0282277850133444,1
0,F3,-0.556682389841926,1
4,F3,-0.371157690534782,1
8,F3,-1.93608691372312,1
12,F3,0.821475232775287,1
16,F3,-1.1862942319433,1
20,F3,3.15865629757106,1
24,F3,2.23516755880564,1
28,F3,-3.94502137736427,1
32,F3,0.242190658650142,1
36,F3,-0.597181552084902,1
40,F3,-1.34059084393468,1
44,F3,-2.87380990042149,1
48,F3,-1.20309230661933,1
52,F3,-1.89442221800886,1
56,F3,-0.541396435421978,1
60,F3,3.1722944147086,1
64,F3,2.74894180411959,1
68,F3,-1.91968131222583,1
