Subject,CondCode,Channel,Time,Amplitude
1,-1,Fp1,360,-1.26468002793316
1,-1,Fp1,364,0.183035910304789
1,-1,Fp1,368,4.48044371833874
1,-1,Fp1,372,3.06179727690958
1,-1,Fp1,376,-1.79043868185576
1,-1,Fp1,380,-0.729287693621632
1,-1,Fp1,384,1.10875256378898
1,-1,Fp1,388,-0.493579498063843
1,-1,Fp1,392,1.1544533634511
1,-1,Fp1,396,-1.02672016893453
1,-1,Fp1,400,-1.77735141125278
1,-1,Fp1,404,-0.347249537420588
1,-1,Fp1,408,1.75794183559328
1,-1,Fp1,412,-0.89830691679491
1,-1,Fp1,416,1.60556925639651
1,-1,Fp1,420,2.4437210222446
1,-1,Fp1,424,-1.13832570053826
1,-1,Fp1,428,-0.670305107542007
1,-1,Fp1,432,0.0667683911811161
1,-1,Fp1,436,2.20493957645912
1,-1,Fp1,440,-1.45198365210918
1,-1,Fp1,444,-0.236032480178611
1,-1,Fp1,448,-0.610528489595238
1,-1,Fp1,452,1.20320518900601
1,-1,Fp1,456,1.66742696975767
1,-1,Fp1,460,0.0671177764943061
1,-1,Fp1,464,0.250926637572567
1,-1,Fp1,468,1.60663700869118
1,-1,Fp1,472,-0.980120253103783
1,-1,Fp1,476,-0.606642333088952
1,-1,Fp1,480,2.1169619579781
1,-1,Fp1,484,0.0964619238858517
1,-1,Fp1,488,2.82412158939565
1,-1,Fp1,492,-3.81785725767491
1,-1,Fp1,496,-1.06749050575879
1,-1,Fp1,500,1.35994112512019
1,-1,Fp1,504,-2.34174228923943
1,-1,Fp1,508,-0.168614255771486
1,-1,Fp1,512,-1.53342694476134
1,-1,Fp1,516,1.53430200631236
1,-1,Fp1,520,1.45505363651725
1,-1,Fp1,524,0.107100273627631
1,-1,Fp1,528,-1.4657306828596
1,-1,Fp1,532,-0.727310748352856
1,-1,Fp1,536,0.59102473054937
1,-1,Fp1,540,-0.954614264280019
1,-1,Fp1,544,1.59826159062323
1,-1,Fp1,548,2.07612099721144
1,-1,Fp1,552,0.955962219432688
1,-1,Fp1,556,2.8282019811232
1,-1,Fp1,560,3.95331700400093
1,-1,Fp1,564,-0.154634876945952
1,-1,Fp1,568,0.715511825138171
1,-1,Fp1,572,-0.149617120120733
1,-1,Fp1,576,0.66312229391913
1,-1,Fp1,580,-1.88434689923578
1,-1,Fp1,584,0.331650956497181
1,-1,Fp1,588,-2.60236092789954
1,-1,Fp1,592,1.81204991983379
1,-1,Fp1,596,-1.65698975179942
1,-1,Fp1,600,1.89472630606508
1,-1,Fp1,604,0.650642294916438
1,-1,Fp1,608,-0.559348872267883
1,-1,Fp1,612,-4.49234958210175
1,-1,Fp1,616,-0.312133708388288
1,-1,Fp1,620,-0.649170408626092
1,-1,Fp1,624,1.001331065563
1,-1,Fp1,628,2.40252772332607
1,-1,Fp1,632,-0.400843801511132
1,-1,Fp1,636,0.795928647687358
1,-1,Fp1,640,1.9065536436964
1,-1,Fp1,644,0.572635806072078
1,-1,Fp1,648,1.15085687238455
1,-1,Fp1,652,2.6438579184148
1,-1,Fp1,656,-1.69288327423252
1,-1,Fp1,660,1.00729327983867
1,-1,Fp1,664,-0.338242453822126
1,-1,Fp1,668,-3.84975670943726
1,-1,Fp1,672,-0.422498219588179
1,-1,Fp1,676,-0.397927143419052
1,-1,Fp1,680,-2.14903215861919
1,-1,Fp1,684,0.429728001220778
1,-1,Fp1,688,-0.458485754226736
1,-1,Fp1,692,-1.41474831302733
1,-1,Fp1,696,2.48203185379643
1,-1,Fp1,700,2.21626144732603
1,-1,Fp1,704,1.79976315727953
1,-1,Fp1,708,-1.10710792807263
1,-1,Fp1,712,-0.756003604795322
1,-1,Fp1,716,1.18504890003515
1,-1,Fp1,720,-0.280456493442157
1,-1,Fp1,724,0.376272084423839
1,-1,Fp1,728,-0.0815241442623662
1,-1,Fp1,732,-3.00514892131243
1,-1,Fp1,736,-1.25080383520381
1,-1,Fp1,740,1.35494967601081
1,-1,Fp1,744,-0.435988646283747
1,-1,Fp1,748,1.18093815791493
1,-1,Fp1,752,0.000893874559866614
1,-1,Fp1,756,-3.3443377482631
1,-1,Fp1,760,1.39226273475482
1,-1,Fp1,764,1.80577579437841
1,-1,Fp1,768,0.189098456260318
1,-1,Fp1,772,-0.774005249361965
1,-1,Fp1,776,1.45831831194919
1,-1,Fp1,780,-2.11963625425978
1,-1,Fp1,784,3.11477993895295
1,-1,Fp1,788,2.5654213308882
1,-1,Fp1,792,-2.13748219591649
1,-1,Fp1,796,1.7103560559292
1,-1,Fp1,800,1.04983862529289
1,-1,Fp2,-200,-0.165510188836267
1,-1,Fp2,-196,-0.257353518931116
1,-1,Fp2,-192,-2.18355814474815
1,-1,Fp2,-188,0.384224445474413
1,-1,Fp2,-184,1.54019392398984
1,-1,Fp2,-180,1.37541726844618
1,-1,Fp2,-176,1.28019483781263
1,-1,Fp2,-172,-1.96986522669891
1,-1,Fp2,-168,0.937959452506491
1,-1,Fp2,-164,1.01927877909298
1,-1,Fp2,-160,-3.98973116651144
1,-1,Fp2,-156,1.29261796035638
1,-1,Fp2,-152,1.68403149296272
1,-1,Fp2,-148,3.25553969240909
1,-1,Fp2,-144,1.35352580041943
1,-1,Fp2,-140,0.821841914651704
1,-1,Fp2,-136,-1.30306040770818
1,-1,Fp2,-132,-1.72133574487764
1,-1,Fp2,-128,0.152419520819405
1,-1,Fp2,-124,1.3549676590735
1,-1,Fp2,-120,-1.05687955171436
1,-1,Fp2,-116,-1.0509700923116
1,-1,Fp2,-112,0.891858703342445
1,-1,Fp2,-108,-2.1411274068846
1,-1,Fp2,-104,-1.20463162601582
1,-1,Fp2,-100,-2.26982906606907
1,-1,Fp2,-96,1.40340681791441
1,-1,Fp2,-92,0.933094054394208
1,-1,Fp2,-88,4.60259065473053
1,-1,Fp2,-84,0.00247841567585017
1,-1,Fp2,-80,-1.22020063732218
1,-1,Fp2,-76,0.919740427094045
1,-1,Fp2,-72,-1.99988900081141
1,-1,Fp2,-68,1.60131087421944
1,-1,Fp2,-64,1.12883332239971
1,-1,Fp2,-60,-3.52052913514409
1,-1,Fp2,-56,-1.59164884797726
1,-1,Fp2,-52,-0.790965338225009
1,-1,Fp2,-48,-2.48781582027991
1,-1,Fp2,-44,2.64459382625432
1,-1,Fp2,-40,-0.709308616600622
1,-1,Fp2,-36,0.633064988218966
1,-1,Fp2,-32,-1.47025981181401
1,-1,Fp2,-28,1.57228721325548
1,-1,Fp2,-24,0.233562107858453
1,-1,Fp2,-20,-0.00214755732785754
1,-1,Fp2,-16,-2.45857846547697
1,-1,Fp2,-12,-0.695547510381617
1,-1,Fp2,-8,0.0311019693688152
1,-1,Fp2,-4,0.920359500048964
1,-1,Fp2,0,-1.04713271775221
1,-1,Fp2,4,1.31296753497219
1,-1,Fp2,8,1.40067809682322
1,-1,Fp2,12,-1.46865749464573
1,-1,Fp2,16,-0.832048920374958
1,-1,Fp2,20,-1.23284299489418
1,-1,Fp2,24,1.98782191118153
1,-1,Fp2,28,1.27671957629488
1,-1,Fp2,32,1.44353102189475
1,-1,Fp2,36,0.961796372140588
1,-1,Fp2,40,-3.01808215140727
1,-1,Fp2,44,1.56726965002373
1,-1,Fp2,48,-1.93776485729278
1,-1,Fp2,52,-1.02962718155358
1,-1,Fp2,56,-2.6375399683843
1,-1,Fp2,60,5.00893642757464
1,-1,Fp2,64,-1.50564475385122
1,-1,Fp2,68,0.537117927309897
1,-1,Fp2,72,-1.07504852109995
1,-1,Fp2,76,-1.4787804874709
1,-1,Fp2,80,1.6146596387534
1,-1,Fp2,84,1.71055810692896
1,-1,Fp2,88,0.183134865394947
1,-1,Fp2,92,-1.30909194722642
1,-1,Fp2,96,-0.96759894477076
1,-1,Fp2,100,-0.684450101797641
1,-1,Fp2,104,0.432666448060199
1,-1,Fp2,108,-1.66186325295257
1,-1,Fp2,112,-0.612897085381637
1,-1,Fp2,116,-1.8033093312825
1,-1,Fp2,120,-0.108454229819422
1,-1,Fp2,124,1.75830789944309
1,-1,Fp2,128,0.378148953523405
1,-1,Fp2,132,-0.0815779419135014
1,-1,Fp2,136,2.42611461629377
1,-1,Fp2,140,-0.0656381850214494
1,-1,Fp2,144,0.4463987240358
1,-1,Fp2,148,-0.364216150600963
1,-1,Fp2,152,-1.01269114858901
1,-1,Fp2,156,-1.30932064024634
1,-1,Fp2,160,0.165031020024281
1,-1,Fp2,164,1.44261988527225
1,-1,Fp2,168,-3.05790000989205
1,-1,Fp2,172,1.24568444314375
1,-1,Fp2,176,4.28533836992604
1,-1,Fp2,180,-0.333435327152584
1,-1,Fp2,184,-0.951811110185951
1,-1,Fp2,188,0.126094661511315
1,-1,Fp2,192,0.48113265356785
1,-1,Fp2,196,1.96038149359371
1,-1,Fp2,200,-0.184849150600893
1,-1,Fp2,204,0.225709814119369
1,-1,Fp2,208,0.955146510705193
1,-1,Fp2,212,2.02628945313657
1,-1,Fp2,216,-0.372323475662741
1,-1,Fp2,220,-1.35991486814129
1,-1,Fp2,224,-0.619280051075383
1,-1,Fp2,228,0.182760183010502
1,-1,Fp2,232,0.780608478645037
1,-1,Fp2,236,-1.58476855579447
1,-1,Fp2,240,-0.0360671255146677
1,-1,Fp2,244,-1.39458925136499
1,-1,Fp2,248,-0.435835507598751
1,-1,Fp2,252,-2.47457889938795
1,-1,Fp2,256,-1.61532273214435
1,-1,Fp2,260,0.309317808155274
1,-1,Fp2,264,-1.14280501833255
1,-1,Fp2,268,-0.597851831621432
1,-1,Fp2,272,-3.99922354926223
1,-1,Fp2,276,-1.72190097147306
1,-1,Fp2,280,-0.00218416346669459
1,-1,Fp2,284,-1.10995663498643
1,-1,Fp2,288,1.70093210737586
1,-1,Fp2,292,-1.14973584766688
1,-1,Fp2,296,1.51761846334466
1,-1,Fp2,300,4.36613718286453
1,-1,Fp2,304,-1.54796700994112
1,-1,Fp2,308,-1.20579723277227
1,-1,Fp2,312,-1.00874999759835
1,-1,Fp2,316,-0.28426222103785
1,-1,Fp2,320,1.87075351381479
1,-1,Fp2,324,0.0609700396204725
1,-1,Fp2,328,1.84393963781628
1,-1,Fp2,332,-2.8336435287167
1,-1,Fp2,336,-0.915188768642465
1,-1,Fp2,340,-1.43806724668193
1,-1,Fp2,344,-0.368513171103553
1,-1,Fp2,348,0.99269514490564
1,-1,Fp2,352,2.91058781459097
1,-1,Fp2,356,2.64674507987975
1,-1,Fp2,360,0.991847578044139
1,-1,Fp2,364,1.31978270662186
1,-1,Fp2,368,2.45249191950378
1,-1,Fp2,372,-0.5990200806317
1,-1,Fp2,376,-2.2725686760752
1,-1,Fp2,380,1.90034316380982
1,-1,Fp2,384,3.1036622894638
1,-1,Fp2,388,-1.85191229795533
1,-1,Fp2,392,-1.8533593715389
1,-1,Fp2,396,0.690586504720619
1,-1,Fp2,400,-2.53711357878026
1,-1,Fp2,404,-0.0199568870117527
1,-1,Fp2,408,2.73054812792718
1,-1,Fp2,412,1.30391379127878
1,-1,Fp2,416,0.0306454709033218
1,-1,Fp2,420,-0.0155533461139709
1,-1,Fp2,424,-2.47066605342756
1,-1,Fp2,428,-2.52206195225296
1,-1,Fp2,432,1.89932558222792
1,-1,Fp2,436,2.58936282504268
1,-1,Fp2,440,2.7777200769193
1,-1,Fp2,444,0.84009014614663
1,-1,Fp2,448,1.29441875280063
1,-1,Fp2,452,2.08537962265737
1,-1,Fp2,456,-0.994092608120539
1,-1,Fp2,460,0.5189671342074
1,-1,Fp2,464,2.38433843628036
1,-1,Fp2,468,0.612683699916213
1,-1,Fp2,472,0.533535831545215
1,-1,Fp2,476,0.319213924199463
1,-1,Fp2,480,-1.21472887026733
1,-1,Fp2,484,-0.625657495069987
1,-1,Fp2,488,-1.16919256379853
1,-1,Fp2,492,0.468344587472338
1,-1,Fp2,496,0.783800241888039
1,-1,Fp2,500,2.14782512775604
1,-1,Fp2,504,1.24788689920924
1,-1,Fp2,508,-1.41041884349521
1,-1,Fp2,512,0.361844044790091
1,-1,Fp2,516,0.761716080203931
1,-1,Fp2,520,2.11797247265042
1,-1,Fp2,524,-0.443065772002577
1,-1,Fp2,528,-0.893015553538548
1,-1,Fp2,532,-0.352568944783561
1,-1,Fp2,536,-1.91424356861211
1,-1,Fp2,540,0.40955709173339
1,-1,Fp2,544,-1.53297034855598
1,-1,Fp2,548,3.4952753234908
1,-1,Fp2,552,-2.78780689135771
1,-1,Fp2,556,0.372576707341322
1,-1,Fp2,560,0.0678635652601986
1,-1,Fp2,564,1.61872220166765
1,-1,Fp2,568,1.06097291875079
1,-1,Fp2,572,0.593316397299248
1,-1,Fp2,576,1.76252479016285
1,-1,Fp2,580,1.57031994467322
1,-1,Fp2,584,1.09637910397903
1,-1,Fp2,588,-0.946787773884538
1,-1,Fp2,592,2.07197985866072
1,-1,Fp2,596,-0.752166054510208
1,-1,Fp2,600,-0.036892274480168
1,-1,Fp2,604,1.75876813421699
1,-1,Fp2,608,4.16560313460946
1,-1,Fp2,612,-0.843235685099382
1,-1,Fp2,616,-0.124570741685644
1,-1,Fp2,620,-2.62751921867269
1,-1,Fp2,624,-0.0410488274808332
1,-1,Fp2,628,0.875397239495683
1,-1,Fp2,632,-1.6868249043364
1,-1,Fp2,636,-1.68131488886665
1,-1,Fp2,640,1.28194628069411
1,-1,Fp2,644,-3.08690321301206
1,-1,Fp2,648,1.38020331417464
1,-1,Fp2,652,0.387580252189803
1,-1,Fp2,656,0.136543399412055
1,-1,Fp2,660,1.22057198840272
1,-1,Fp2,664,0.271123194022372
1,-1,Fp2,668,-1.12414917496692
1,-1,Fp2,672,1.19024750629424
1,-1,Fp2,676,-0.279084512596597
1,-1,Fp2,680,0.754144588269129
1,-1,Fp2,684,0.191691619018698
1,-1,Fp2,688,-3.14490096830222
1,-1,Fp2,692,1.76198960821405
1,-1,Fp2,696,-3.33865201620197
1,-1,Fp2,700,3.07851867243007
1,-1,Fp2,704,1.07284609248025
1,-1,Fp2,708,3.32006685775065
1,-1,Fp2,712,-0.357584772265735
1,-1,Fp2,716,-0.997563539865053
1,-1,Fp2,720,0.613395867183237
1,-1,Fp2,724,2.46795771479617
1,-1,Fp2,728,-1.25346144488229
1,-1,Fp2,732,0.307583526242133
1,-1,Fp2,736,-4.1100135354802
1,-1,Fp2,740,-2.1882901521258
1,-1,Fp2,744,-2.4609838610253
1,-1,Fp2,748,2.00916855663275
1,-1,Fp2,752,-5.11320125716243
1,-1,Fp2,756,-0.303959758801935
1,-1,Fp2,760,-3.36945930002766
1,-1,Fp2,764,-0.725794673145012
1,-1,Fp2,768,1.98424755208571
1,-1,Fp2,772,-1.96888320908618
1,-1,Fp2,776,-0.350945160774941
1,-1,Fp2,780,0.818962808624256
1,-1,Fp2,784,-2.51858740450226
1,-1,Fp2,788,1.0089882655192
1,-1,Fp2,792,-0.901957766209242
1,-1,Fp2,796,0.000982968907394632
1,-1,Fp2,800,1.39647971739932
1,-1,F7,-200,-0.396009987890557
1,-1,F7,-196,1.27972157139897
1,-1,F7,-192,2.9173255287469
1,-1,F7,-188,0.284250474844805
1,-1,F7,-184,2.8944239056439
1,-1,F7,-180,-0.0219666162413024
1,-1,F7,-176,-0.129391141162358
1,-1,F7,-172,-1.02511845846997
1,-1,F7,-168,-2.41381024664845
1,-1,F7,-164,0.666007324563677
1,-1,F7,-160,-0.390662680318734
1,-1,F7,-156,-1.65617818778167
1,-1,F7,-152,-0.962453888297006
1,-1,F7,-148,1.72281858001497
1,-1,F7,-144,3.07672800343001
1,-1,F7,-140,-0.100879578310772
1,-1,F7,-136,-2.14547133106729
1,-1,F7,-132,0.405130691007787
1,-1,F7,-128,0.177282010682222
1,-1,F7,-124,3.15880251442823
1,-1,F7,-120,-1.99852017231758
1,-1,F7,-116,-1.11090601821808
1,-1,F7,-112,-0.939153503383963
1,-1,F7,-108,1.4978196077237
1,-1,F7,-104,-0.7231775624706
1,-1,F7,-100,0.342586904235033
1,-1,F7,-96,-1.94100149933868
1,-1,F7,-92,1.02510481333172
1,-1,F7,-88,-1.75774578793715
1,-1,F7,-84,-0.310292370398843
1,-1,F7,-80,0.518853721912407
1,-1,F7,-76,-0.274589542675536
1,-1,F7,-72,-3.28382490789576
1,-1,F7,-68,-3.10629367517439
1,-1,F7,-64,1.52903114166971
1,-1,F7,-60,1.56606943109457
1,-1,F7,-56,0.445319869563137
1,-1,F7,-52,-0.107804376204482
1,-1,F7,-48,2.33117195679301
1,-1,F7,-44,4.20610385179493
1,-1,F7,-40,0.280748538942142
1,-1,F7,-36,1.48779518899141
1,-1,F7,-32,3.01188320725085
1,-1,F7,-28,0.6680786601683
1,-1,F7,-24,-1.61132363535771
1,-1,F7,-20,-0.676394905072875
1,-1,F7,-16,3.10695259384969
1,-1,F7,-12,-0.108541438895538
1,-1,F7,-8,-1.97485947949203
1,-1,F7,-4,-0.959272043137901
1,-1,F7,0,0.287523824199966
1,-1,F7,4,2.82852454077142
1,-1,F7,8,0.951412371066777
1,-1,F7,12,-3.69260994677446
1,-1,F7,16,0.0107043916321368
1,-1,F7,20,2.71133492799804
1,-1,F7,24,0.324481908022043
1,-1,F7,28,0.170655365831099
1,-1,F7,32,-1.82194752150727
1,-1,F7,36,0.415496909873063
1,-1,F7,40,0.179045610322527
1,-1,F7,44,0.616148717127573
1,-1,F7,48,-0.715394134981028
1,-1,F7,52,-0.877316693281159
1,-1,F7,56,-0.470041899091042
1,-1,F7,60,-1.31032302787494
1,-1,F7,64,-1.16880153083998
1,-1,F7,68,-0.0524942268006793
1,-1,F7,72,0.0862912547288799
1,-1,F7,76,-2.26681576207834
1,-1,F7,80,-0.300269645737626
1,-1,F7,84,1.42888085400273
1,-1,F7,88,0.0236575227951915
1,-1,F7,92,-3.80679862894296
1,-1,F7,96,-1.71278557595063
1,-1,F7,100,0.38000690925661
1,-1,F7,104,-0.262258808711741
1,-1,F7,108,0.385109734058991
1,-1,F7,112,2.63707193225478
1,-1,F7,116,-0.375990162097025
1,-1,F7,120,1.71095594861044
1,-1,F7,124,0.388330080226293
1,-1,F7,128,-0.955728209724199
1,-1,F7,132,-0.0813375679566812
1,-1,F7,136,2.6590821980692
1,-1,F7,140,1.89653358135312
1,-1,F7,144,-0.903888499014512
1,-1,F7,148,-1.77338333963013
1,-1,F7,152,0.966644971324789
1,-1,F7,156,-0.528741987007502
1,-1,F7,160,0.609350436489472
1,-1,F7,164,0.577334594004317
1,-1,F7,168,0.130623310893215
1,-1,F7,172,-0.519773661198113
1,-1,F7,176,-1.2659965575166
1,-1,F7,180,-3.84806036470344
1,-1,F7,184,-1.99236402578945
1,-1,F7,188,0.819019371461766
1,-1,F7,192,-0.49280584672978
1,-1,F7,196,-0.818875157496862
1,-1,F7,200,0.821901484107141
1,-1,F7,204,-0.364578021802124
1,-1,F7,208,-1.72657901095439
1,-1,F7,212,2.46488596906804
1,-1,F7,216,1.0225284196248
1,-1,F7,220,-1.75030023029196
1,-1,F7,224,-1.03357947079498
1,-1,F7,228,1.10630358737108
1,-1,F7,232,-1.25347018199617
1,-1,F7,236,-0.106534572672658
1,-1,F7,240,3.36471597141649
1,-1,F7,244,-0.559910011324643
1,-1,F7,248,-2.0598439990857
1,-1,F7,252,2.46918473014062
1,-1,F7,256,0.763912012745964
1,-1,F7,260,-1.6336653740783
1,-1,F7,264,-3.47633112370731
1,-1,F7,268,2.47932545854384
1,-1,F7,272,1.30619358658502
1,-1,F7,276,-0.901209029291594
1,-1,F7,280,-0.307759706474493
1,-1,F7,284,2.31327562827122
1,-1,F7,288,-1.37241379586504
1,-1,F7,292,-1.31832415408675
1,-1,F7,296,0.775408676812146
1,-1,F7,300,-1.26316357670561
1,-1,F7,304,-1.31658511751077
1,-1,F7,308,2.31205028877152
1,-1,F7,312,-2.7235607904215
1,-1,F7,316,0.236795650824167
1,-1,F7,320,-2.79262330509918
1,-1,F7,324,-2.70825864052041
1,-1,F7,328,2.60549160881288
1,-1,F7,332,3.49229789211707
1,-1,F7,336,-1.15502022916339
1,-1,F7,340,1.21104058845739
1,-1,F7,344,0.50215636740847
1,-1,F7,348,-3.29183240360007
1,-1,F7,352,-0.698943232582373
1,-1,F7,356,0.374002122750505
1,-1,F7,360,0.107430475621303
1,-1,F7,364,-0.137790486231457
1,-1,F7,368,-3.64411902199396
1,-1,F7,372,-2.29445625198753
1,-1,F7,376,0.0964107046136851
1,-1,F7,380,-0.684418829341253
1,-1,F7,384,-3.20467583810493
1,-1,F7,388,-0.818426415791545
1,-1,F7,392,-0.19689957289886
1,-1,F7,396,0.908202391844264
1,-1,F7,400,-3.14631887383701
1,-1,F7,404,2.53289215832433
1,-1,F7,408,-0.468667072154432
1,-1,F7,412,-0.626380909142489
1,-1,F7,416,1.83563774622154
1,-1,F7,420,1.75140853382504
1,-1,F7,424,-3.9019250454983
1,-1,F7,428,0.631107913875683
1,-1,F7,432,0.806040988503402
1,-1,F7,436,-2.82551109219273
1,-1,F7,440,-1.30802788121041
1,-1,F7,444,0.965005501822878
1,-1,F7,448,-2.52662062835734
1,-1,F7,452,-3.49347605303695
1,-1,F7,456,0.48624459165758
1,-1,F7,460,0.690347177063095
1,-1,F7,464,-0.234051048253612
1,-1,F7,468,0.517923790655314
1,-1,F7,472,-1.8166997065154
1,-1,F7,476,0.491735869925446
1,-1,F7,480,2.5715902276213
1,-1,F7,484,-0.545811515644326
1,-1,F7,488,-1.27080460089715
1,-1,F7,492,2.72215937262456
1,-1,F7,496,-0.961372096845207
1,-1,F7,500,-1.64700906840967
1,-1,F7,504,-2.23405612908931
1,-1,F7,508,-0.274278132293786
1,-1,F7,512,1.29397565381333
1,-1,F7,516,1.27791507119118
1,-1,F7,520,1.85911892198494
1,-1,F7,524,-2.4967251099789
1,-1,F7,528,0.372214839756809
1,-1,F7,532,-2.8046119230431
1,-1,F7,536,2.62481480460713
1,-1,F7,540,0.000822704838244211
1,-1,F7,544,3.47717341173537
1,-1,F7,548,2.33768116220157
